customer_id,first_name,last_name,age,employment_length_yrs,housing_status,annual_income,employment_sector,created_at
CUST-000296,James,Jones,62,1.2,OTHER,"$50,913.31",Manufacturing,2022-03-04
CUST-000297,Karen,Thomas,68,15.8,MORTGAGE,"$95,866.89",Finance,2022-06-24
CUST-000298,James,Smith,41,0,OTHER,"$34,669.74",Technology,2022-10-09
CUST-000299,John,Wilson,52,30.6,MORTGAGE,"$23,061.18",Finance,2022-10-20
CUST-000300,Sarah,Anderson,41,5.6,RENT,"$27,488.16",Education,2022-08-14
CUST-000301,Elizabeth,Rodriguez,34,8.8,MORTGAGE,"$48,459.69",Education,2022-01-07
CUST-000302,John,Anderson,22,1.7,RENT,"$34,052.58",Services,2022-05-07
CUST-000303,Linda,Taylor,37,0.1,RENT,"$42,361.52",Public Sector,2022-04-02
CUST-000304,Susan,Brown,38,6.7,RENT,"$39,065.04",Manufacturing,2022-07-09
CUST-000305,Sarah,Lopez,57,9,RENT,"$80,428.13",Manufacturing,2022-12-25
CUST-000306,Joseph,Jones,48,6.7,RENT,"$36,552.95",Healthcare,2022-02-22
CUST-000307,Mary,Jones,63,0.8,RENT,"$40,592.11",Public Sector,2022-08-30
CUST-000308,Elizabeth,Hernandez,53,7,MORTGAGE,"$70,167.59",Healthcare,2022-05-12
CUST-000309,Mary,Garcia,28,7.3,RENT,"$36,956.95",Education,2022-12-30
CUST-000310,Thomas,Miller,69,5.4,RENT,"$60,573.10",Technology,2022-04-22
CUST-000311,Linda,Wilson,32,7.3,OWN,"$57,857.75",Finance,2022-01-07
CUST-000312,James,Hernandez,36,9.4,RENT,"$52,621.65",Healthcare,2022-08-18
CUST-000313,William,Gonzalez,24,4.8,RENT,"$27,800.29",Retail,2022-06-05
CUST-000314,David,Johnson,68,0.5,OWN,"$90,661.41",Healthcare,2022-07-16
CUST-000315,Jessica,Miller,45,3.3,RENT,"$148,797.54",Technology,2022-11-19
CUST-000316,Michael,Martin,68,0.4,RENT,"$49,237.66",Technology,2022-12-30
CUST-000317,Elizabeth,Brown,60,2.6,MORTGAGE,"$29,051.42",Manufacturing,2022-08-11
CUST-000318,John,Davis,22,2.6,RENT,"$49,739.34",Finance,2022-09-07
CUST-000319,Sarah,Martin,22,0.3,MORTGAGE,"$80,412.91",Technology,2022-03-24
CUST-000320,Richard,Jackson,47,2.1,OWN,"$36,040.77",Public Sector,2022-08-28
CUST-000321,Michael,Gonzalez,49,0.6,RENT,"$45,961.09",Healthcare,2022-12-26
CUST-000322,Patricia,Wilson,25,8.3,MORTGAGE,"$58,123.60",Healthcare,2022-11-19
CUST-000323,Richard,Martinez,27,14.8,MORTGAGE,"$89,457.95",Education,2022-09-20
CUST-000324,Karen,Hernandez,55,0.4,RENT,"$72,237.30",Technology,2022-07-08
CUST-000325,James,Johnson,64,15.5,MORTGAGE,"$73,749.83",Retail,2022-10-17
CUST-000326,Linda,Rodriguez,49,3.7,RENT,"$39,611.14",Manufacturing,2022-12-28
CUST-000327,Susan,Taylor,65,1.8,MORTGAGE,"$59,931.62",Finance,2022-02-27
CUST-000328,Jessica,Williams,45,0.4,RENT,"$34,167.10",Retail,2022-01-09
CUST-000329,Susan,Garcia,34,3.5,MORTGAGE,"$74,814.20",Manufacturing,2022-10-31
CUST-000330,Barbara,Jones,48,7.9,RENT,"$87,169.50",Healthcare,2022-04-25
CUST-000331,Charles,Jones,25,6.1,OWN,"$64,646.02",Retail,2022-07-29
CUST-000332,Joseph,Anderson,57,0.3,RENT,"$40,794.18",Manufacturing,2022-02-10
CUST-000333,Mary,Taylor,42,0.4,MORTGAGE,"$44,273.27",Healthcare,2022-10-31
CUST-000334,Mary,Rodriguez,26,2.6,MORTGAGE,"$120,965.19",Healthcare,2022-06-22
CUST-000335,Charles,Williams,19,1.7,MORTGAGE,"$41,136.24",Healthcare,2022-08-22
CUST-000336,Thomas,Martin,32,1.3,MORTGAGE,"$82,867.41",Healthcare,2022-10-08
CUST-000337,Karen,Taylor,67,1.6,MORTGAGE,"$58,072.40",Public Sector,2022-03-19
CUST-000338,Elizabeth,Martinez,20,8.1,MORTGAGE,"$41,478.55",Healthcare,2022-04-18
CUST-000339,Jennifer,Williams,66,13.2,OWN,"$25,026.12",Education,2022-10-08
CUST-000340,Joseph,Moore,53,2.6,RENT,"$54,491.51",Retail,2022-02-08
CUST-000341,David,Moore,21,11.8,MORTGAGE,"$51,305.36",Manufacturing,2022-04-29
CUST-000342,Robert,Taylor,31,1.9,OWN,"$120,966.31",Education,2022-12-01
CUST-000343,James,Williams,58,3.2,OTHER,"$31,885.40",Public Sector,2022-12-02
CUST-000344,Linda,Williams,58,1.3,OWN,"$154,412.72",Services,2022-01-27
CUST-000345,Barbara,Garcia,42,5.1,RENT,"$59,243.14",Services,2022-04-14
CUST-000346,Barbara,Gonzalez,67,19.3,RENT,"$59,214.08",Education,2022-03-15
CUST-000347,Robert,Anderson,27,4.6,MORTGAGE,"$36,441.52",Technology,2022-07-10
CUST-000348,Michael,Rodriguez,38,2.2,MORTGAGE,"$57,374.38",Technology,2022-11-20
CUST-000349,Patricia,Brown,53,5.2,MORTGAGE,"$62,101.50",Technology,2022-05-27
CUST-000350,Jennifer,Wilson,29,0.7,MORTGAGE,"$78,328.25",Finance,2022-09-12
CUST-000351,Richard,Jones,44,11,OWN,"$30,056.64",Technology,2022-10-11
CUST-000352,Karen,Johnson,57,3.5,RENT,"$99,051.03",Manufacturing,2022-08-01
CUST-000353,Joseph,Hernandez,19,3,OWN,"$58,730.11",Education,2022-05-03
CUST-000354,John,Rodriguez,30,4.4,MORTGAGE,"$66,443.98",Manufacturing,2022-07-25
CUST-000355,Linda,Williams,70,4.9,RENT,"$43,893.82",Retail,2022-08-28
CUST-000356,Karen,Rodriguez,49,0.4,MORTGAGE,"$30,820.30",Technology,2022-12-05
CUST-000357,Jessica,Williams,48,5.7,MORTGAGE,"$50,836.12",Public Sector,2022-10-13
CUST-000358,Richard,Johnson,33,1.4,RENT,"$53,833.31",Finance,2022-01-22
CUST-000359,Sarah,Lopez,49,6.3,RENT,"$24,521.02",Retail,2022-09-16
CUST-000360,Elizabeth,Martinez,49,8.6,OTHER,"$72,885.33",Public Sector,2022-12-23
CUST-000361,Charles,Rodriguez,51,8.1,RENT,"$80,681.32",Finance,2022-04-15
CUST-000362,Thomas,Anderson,28,4,MORTGAGE,"$34,035.78",Services,2022-09-15
CUST-000363,Charles,Davis,27,3.7,MORTGAGE,"$29,398.75",Retail,2022-07-23
CUST-000364,Robert,Jones,32,0.8,MORTGAGE,"$42,130.17",Services,2022-11-06
CUST-000365,William,Hernandez,34,7.5,MORTGAGE,"$49,609.99",Education,2022-09-19
CUST-000366,Barbara,Johnson,57,1.6,RENT,"$42,955.26",Manufacturing,2022-04-17
CUST-000367,James,Anderson,35,3.4,MORTGAGE,"$47,550.19",Healthcare,2022-09-08
CUST-000368,James,Garcia,26,1.7,RENT,"$54,761.29",Manufacturing,2022-08-09
CUST-000369,Joseph,Davis,42,0.7,MORTGAGE,"$24,732.30",Technology,2022-08-10
CUST-000370,Mary,Jones,57,5,RENT,"$26,195.74",Services,2022-09-15
CUST-000371,Jessica,Thomas,31,0.3,MORTGAGE,"$18,000.00",Public Sector,2022-07-20
CUST-000372,Linda,Moore,42,6.9,RENT,"$78,532.88",Healthcare,2022-09-15
CUST-000373,Richard,Garcia,67,1.9,RENT,"$49,395.45",Finance,2022-12-15
CUST-000374,James,Jones,39,0,RENT,"$82,778.66",Services,2022-08-13
CUST-000375,Jessica,Thomas,69,3.6,RENT,"$27,753.88",Education,2022-07-21
CUST-000376,Michael,Gonzalez,47,0.2,OWN,"$49,622.70",Education,2022-08-14
CUST-000377,Robert,Jones,37,1.6,RENT,"$54,579.48",Services,2022-08-24
CUST-000378,John,Gonzalez,38,6.1,OWN,"$37,016.12",Services,2022-07-02
CUST-000379,Barbara,Taylor,61,0.3,OTHER,"$22,545.39",Services,2022-07-19
CUST-000380,Jessica,Moore,49,9.1,MORTGAGE,"$117,352.28",Finance,2022-12-23
CUST-000381,Charles,Davis,68,0,RENT,"$98,680.40",Technology,2022-09-03
CUST-000382,Robert,Gonzalez,63,1.4,RENT,"$40,499.05",Finance,2022-12-19
CUST-000383,Susan,Jackson,66,6.8,MORTGAGE,"$63,266.66",Retail,2022-04-21
CUST-000384,Robert,Williams,38,1.9,RENT,"$38,468.87",Public Sector,2022-01-06
CUST-000385,Joseph,Davis,52,0.5,RENT,"$29,801.03",Services,2022-08-24
CUST-000386,Thomas,Johnson,49,2.2,MORTGAGE,"$122,226.45",Public Sector,2022-05-07
CUST-000387,Susan,Davis,47,1.6,OWN,"$21,425.04",Technology,2022-04-14
CUST-000388,Karen,Gonzalez,56,9.2,MORTGAGE,"$42,499.52",Healthcare,2022-08-25
CUST-000389,Robert,Gonzalez,66,1.9,RENT,"$51,131.80",Finance,2022-06-04
CUST-000390,Barbara,Smith,29,7.8,MORTGAGE,"$111,928.81",Technology,2022-09-14
CUST-000391,Jessica,Garcia,58,11.1,RENT,"$76,748.90",Public Sector,2022-08-23
CUST-000392,Jessica,Jackson,64,2.8,RENT,"$21,244.96",Healthcare,2022-10-16
CUST-000393,Michael,Thomas,35,12,OWN,"$48,953.44",Finance,2022-02-09
CUST-000394,Patricia,Davis,38,2.4,RENT,"$49,539.72",Education,2022-10-15
CUST-000395,James,Smith,30,16.6,RENT,"$43,731.80",Finance,2022-07-16
CUST-000396,Robert,Thomas,38,0.5,RENT,"$66,829.81",Manufacturing,2022-09-30
CUST-000397,Elizabeth,Rodriguez,25,5.8,OWN,"$24,232.42",Finance,2022-09-21
CUST-000398,Robert,Gonzalez,63,3.4,MORTGAGE,"$39,961.91",Manufacturing,2022-02-26
CUST-000399,Patricia,Hernandez,57,2.5,MORTGAGE,"$62,280.86",Healthcare,2022-10-25
CUST-000400,Mary,Gonzalez,63,5,MORTGAGE,"$68,857.05",Finance,2022-04-08
CUST-000401,Karen,Martinez,24,6.1,RENT,"$52,823.41",Healthcare,2022-05-17
CUST-000402,Elizabeth,Brown,40,0,MORTGAGE,"$42,438.19",Healthcare,2022-03-28
CUST-000403,Charles,Garcia,61,0.9,RENT,"$46,167.41",Public Sector,2022-08-30
CUST-000404,James,Miller,49,6.2,RENT,"$70,983.56",Technology,2022-07-18
CUST-000405,Robert,Jones,28,5.5,MORTGAGE,"$49,858.81",Healthcare,2022-11-06
CUST-000406,Richard,Hernandez,39,16.9,OWN,"$29,116.96",Healthcare,2022-03-25
CUST-000407,Patricia,Gonzalez,39,7.2,RENT,"$26,456.34",Public Sector,2022-08-30
CUST-000408,Jessica,Jackson,60,15.1,RENT,"$23,276.08",Public Sector,2022-10-08
CUST-000409,Jessica,Martinez,42,6.1,RENT,"$101,497.60",Finance,2022-11-19
CUST-000410,Mary,Martinez,39,1.8,RENT,"$73,403.80",Public Sector,2022-09-09
CUST-000411,Thomas,Hernandez,45,0.6,OWN,"$46,479.01",Finance,2022-07-09
CUST-000412,Karen,Miller,46,7.6,MORTGAGE,"$39,069.75",Education,2022-06-01
CUST-000413,Barbara,Moore,30,5.2,MORTGAGE,"$36,791.97",Public Sector,2022-10-29
CUST-000414,Sarah,Brown,35,0.2,MORTGAGE,"$84,678.63",Technology,2022-10-05
CUST-000415,John,Johnson,19,2.2,RENT,"$127,034.85",Healthcare,2022-05-19
CUST-000416,James,Wilson,46,15.7,MORTGAGE,"$36,217.71",Technology,2022-06-25
CUST-000417,James,Gonzalez,38,3.5,MORTGAGE,"$86,613.22",Manufacturing,2022-01-08
CUST-000418,Charles,Lopez,32,2.8,MORTGAGE,"$49,712.24",Services,2022-10-22
CUST-000419,David,Miller,69,3.1,OTHER,"$44,081.06",Public Sector,2022-08-23
CUST-000420,Robert,Johnson,44,1.2,MORTGAGE,"$103,995.94",Healthcare,2022-06-12
CUST-000421,Barbara,Gonzalez,67,2.3,RENT,"$48,772.27",Technology,2022-02-18
CUST-000422,John,Wilson,48,2.3,OWN,"$56,850.61",Public Sector,2022-10-29
CUST-000423,James,Taylor,32,0.3,RENT,"$55,499.93",Public Sector,2022-02-07
CUST-000424,James,Rodriguez,68,7.3,RENT,"$21,746.33",Services,2022-05-16
CUST-000425,Linda,Taylor,40,2.7,RENT,"$56,624.98",Education,2022-11-06
CUST-000426,Elizabeth,Davis,41,8.6,RENT,"$36,999.29",Education,2022-08-07
CUST-000427,David,Johnson,61,9.5,MORTGAGE,"$24,086.90",Healthcare,2022-12-14
CUST-000428,Barbara,Gonzalez,30,1.2,MORTGAGE,"$37,851.71",Manufacturing,2022-10-23
CUST-000429,Richard,Williams,39,5.4,OWN,"$37,695.86",Education,2022-02-03
CUST-000430,Barbara,Thomas,60,3.2,MORTGAGE,"$82,038.28",Services,2022-12-18
CUST-000431,Susan,Garcia,54,10.6,MORTGAGE,"$28,799.27",Education,2022-03-20
CUST-000432,Mary,Jackson,50,1.2,RENT,"$33,026.85",Manufacturing,2022-08-24
CUST-000433,Charles,Miller,20,5.7,RENT,"$55,143.50",Technology,2022-09-30
CUST-000434,Sarah,Martinez,36,4.7,MORTGAGE,"$25,263.18",Education,2022-06-10
CUST-000435,John,Rodriguez,40,1.7,MORTGAGE,"$35,259.72",Services,2022-06-24
CUST-000436,Thomas,Johnson,46,0.7,OWN,"$21,327.69",Finance,2022-11-04
CUST-000437,Linda,Anderson,47,5.3,RENT,"$77,653.02",Services,2022-08-09
CUST-000438,Elizabeth,Jones,56,6.7,RENT,"$42,163.85",Retail,2022-01-09
CUST-000439,Mary,Brown,61,1.9,MORTGAGE,"$48,632.20",Retail,2022-10-16
CUST-000440,Charles,Martin,64,5.2,RENT,"$77,497.83",Education,2022-04-23
CUST-000441,William,Brown,42,2.5,RENT,"$34,161.88",Technology,2022-07-24
CUST-000442,Michael,Moore,54,6.2,MORTGAGE,"$41,940.47",Public Sector,2022-07-05
CUST-000443,Patricia,Brown,64,1.1,RENT,"$28,906.91",Technology,2022-12-07
CUST-000444,Sarah,Taylor,25,11,MORTGAGE,"$28,875.48",Services,2022-07-16
CUST-000445,Richard,Lopez,59,1.7,RENT,"$30,937.01",Healthcare,2022-09-23
CUST-000446,David,Taylor,33,2.3,RENT,"$38,321.06",Finance,2022-09-19
CUST-000447,Patricia,Martinez,25,0.3,RENT,"$40,441.11",Technology,2022-09-05
CUST-000448,Patricia,Smith,18,0.6,OWN,"$56,631.24",Manufacturing,2022-04-25
CUST-000449,Elizabeth,Moore,61,3.6,RENT,"$31,394.61",Services,2022-05-01
CUST-000450,Robert,Moore,22,1.6,MORTGAGE,"$57,515.88",Finance,2022-05-21
CUST-000451,William,Wilson,20,9,RENT,"$62,473.68",Retail,2022-03-06
CUST-000452,John,Anderson,18,0.1,MORTGAGE,"$38,796.64",Services,2022-10-03
CUST-000453,Thomas,Lopez,21,2.4,RENT,"$32,782.09",Finance,2022-11-09
CUST-000454,John,Brown,57,2.1,MORTGAGE,"$51,151.11",Manufacturing,2022-08-27
CUST-000455,Jessica,Williams,52,0.1,MORTGAGE,"$44,291.20",Education,2022-10-29
CUST-000456,Patricia,Martin,49,0.7,OWN,"$54,730.47",Manufacturing,2022-01-10
CUST-000457,Sarah,Lopez,59,2.7,RENT,"$107,466.37",Manufacturing,2022-08-21
CUST-000458,Thomas,Miller,51,3.4,RENT,"$50,732.32",Education,2022-07-14
CUST-000459,Michael,Hernandez,60,2.6,RENT,"$35,610.10",Education,2022-01-12
CUST-000460,Robert,Smith,42,3.8,OWN,"$31,399.75",Education,2022-06-26
CUST-000461,Barbara,Garcia,27,4.5,MORTGAGE,"$32,013.06",Education,2022-06-26
CUST-000462,Thomas,Anderson,38,0,MORTGAGE,"$23,590.91",Education,2022-08-05
CUST-000463,Richard,Anderson,63,3.1,RENT,"$78,148.94",Manufacturing,2022-01-11
CUST-000464,John,Jackson,56,16.6,RENT,"$18,000.00",Healthcare,2022-04-28
CUST-000465,William,Hernandez,44,3.7,RENT,"$62,570.70",Healthcare,2022-06-13
CUST-000466,Thomas,Johnson,44,5.7,OTHER,"$31,760.16",Services,2022-02-08
CUST-000467,Thomas,Wilson,19,1.9,MORTGAGE,"$37,941.37",Technology,2022-02-22
CUST-000468,Karen,Johnson,58,7.4,OWN,"$31,288.51",Healthcare,2022-08-06
CUST-000469,Jessica,Brown,65,7.4,RENT,"$101,005.71",Retail,2022-07-25
CUST-000470,Richard,Taylor,30,3.7,MORTGAGE,"$49,422.34",Healthcare,2022-11-08
CUST-000471,Charles,Williams,26,18.7,MORTGAGE,"$72,779.48",Manufacturing,2022-12-26
CUST-000472,Thomas,Gonzalez,69,0.7,RENT,"$93,926.09",Education,2022-02-25
CUST-000473,Patricia,Rodriguez,53,0.1,OWN,"$53,194.10",Services,2022-04-28
CUST-000474,Barbara,Miller,39,7.4,OWN,"$26,962.12",Education,2022-09-10
CUST-000475,William,Anderson,59,8.2,OWN,"$43,900.40",Public Sector,2022-10-13
CUST-000476,Charles,Hernandez,43,0.6,MORTGAGE,"$33,822.31",Public Sector,2022-09-25
CUST-000477,Barbara,Martin,29,1.5,RENT,"$38,110.61",Public Sector,2022-10-18
CUST-000478,William,Johnson,34,0.1,RENT,"$46,755.54",Manufacturing,2022-11-29
CUST-000479,Michael,Anderson,31,1.7,OTHER,"$45,840.45",Retail,2022-06-29
CUST-000480,Susan,Wilson,31,7.4,RENT,"$60,237.75",Healthcare,2022-12-24
CUST-000481,Karen,Martin,51,3.6,MORTGAGE,"$64,773.52",Manufacturing,2022-08-23
CUST-000482,Charles,Hernandez,70,2.1,MORTGAGE,"$45,840.69",Technology,2022-12-09
CUST-000483,Joseph,Williams,37,2.3,MORTGAGE,"$59,978.08",Services,2022-07-15
CUST-000484,Jessica,Taylor,28,0,OTHER,"$37,246.75",Education,2022-11-04
CUST-000485,Robert,Lopez,33,1.8,RENT,"$94,597.84",Public Sector,2022-03-21
CUST-000486,John,Anderson,68,5.2,RENT,"$36,947.17",Finance,2022-05-15
CUST-000487,Barbara,Thomas,48,18.3,RENT,"$89,196.16",Technology,2022-01-22
CUST-000488,Karen,Jones,23,9.4,MORTGAGE,"$23,434.54",Public Sector,2022-11-27
CUST-000489,Patricia,Martin,36,0.1,RENT,"$40,529.95",Retail,2022-08-13
CUST-000490,Jessica,Garcia,54,11.4,RENT,"$41,544.11",Technology,2022-02-27
CUST-000491,Michael,Jackson,21,7.6,OWN,"$56,358.93",Manufacturing,2022-04-03
CUST-000492,Richard,Jones,64,7.6,OWN,"$75,426.08",Healthcare,2022-07-11
CUST-000493,Elizabeth,Williams,21,3.1,RENT,"$26,246.88",Education,2022-04-13
CUST-000494,Michael,Smith,37,2.5,RENT,"$28,169.88",Services,2022-01-07
CUST-000495,Susan,Garcia,27,1.8,OWN,"$24,319.80",Retail,2022-05-08
CUST-000496,Robert,Anderson,41,0.3,RENT,"$94,853.81",Retail,2022-02-24
CUST-000497,John,Johnson,52,1.3,RENT,"$56,885.88",Finance,2022-08-19
CUST-000498,David,Williams,43,1.4,RENT,"$28,504.42",Technology,2022-12-28
CUST-000499,David,Taylor,54,3.3,MORTGAGE,"$39,279.29",Finance,2022-03-03
CUST-000500,Sarah,Lopez,55,6.9,RENT,"$88,510.87",Healthcare,2022-08-28
CUST-000501,Joseph,Moore,38,3.2,OTHER,"$42,656.73",Public Sector,2022-03-31
CUST-000502,Barbara,Anderson,57,0.3,MORTGAGE,"$41,415.31",Healthcare,2022-08-20
CUST-000503,William,Lopez,56,15.8,MORTGAGE,"$33,168.36",Public Sector,2022-08-21
CUST-000504,Elizabeth,Thomas,38,14.3,RENT,"$29,363.39",Finance,2022-12-20
CUST-000505,Barbara,Davis,27,7.7,MORTGAGE,"$88,580.05",Education,2022-11-29
CUST-000506,Thomas,Wilson,55,23.7,MORTGAGE,"$113,204.45",Healthcare,2022-10-19
CUST-000507,Jennifer,Taylor,63,3.9,MORTGAGE,"$29,953.54",Finance,2022-12-11
CUST-000508,Michael,Davis,21,16.5,MORTGAGE,"$98,960.02",Technology,2022-06-01
CUST-000509,Susan,Anderson,62,0.4,MORTGAGE,"$38,418.92",Finance,2022-05-25
CUST-000510,Richard,Wilson,37,2.3,OWN,"$64,011.88",Finance,2022-05-10
CUST-000511,Linda,Moore,34,1.3,OWN,"$99,221.19",Manufacturing,2022-05-21
CUST-000512,Elizabeth,Martin,24,1.1,MORTGAGE,"$45,590.82",Healthcare,2022-04-03
CUST-000513,William,Miller,21,0.8,RENT,"$41,607.22",Services,2022-04-24
CUST-000514,Sarah,Williams,46,4.9,RENT,"$73,169.98",Education,2022-10-11
CUST-000515,Mary,Lopez,31,7.6,RENT,"$28,142.15",Education,2022-05-23
CUST-000516,Robert,Williams,20,4.3,MORTGAGE,"$86,988.46",Manufacturing,2022-08-11
CUST-000517,Robert,Martin,41,0.8,MORTGAGE,"$52,649.11",Public Sector,2022-08-20
CUST-000518,Jennifer,Wilson,54,8.3,MORTGAGE,"$36,721.76",Retail,2022-02-02
CUST-000519,Charles,Anderson,33,5.1,OWN,"$36,239.91",Public Sector,2022-10-03
CUST-000520,Linda,Wilson,69,2.5,OWN,"$24,545.13",Education,2022-06-19
CUST-000521,Jessica,Miller,21,5.6,OWN,"$37,493.16",Finance,2022-05-20
CUST-000522,Richard,Taylor,41,1.5,RENT,"$42,958.13",Manufacturing,2022-12-23
CUST-000523,James,Lopez,51,2.1,MORTGAGE,"$28,835.23",Technology,2022-07-20
CUST-000524,Karen,Martin,47,12.5,RENT,"$47,919.01",Healthcare,2022-01-23
CUST-000525,Thomas,Brown,35,1.7,RENT,"$62,097.35",Healthcare,2022-08-12
CUST-000526,Michael,Rodriguez,36,3.2,RENT,"$44,058.08",Services,2022-09-27
CUST-000527,Richard,Garcia,48,11,RENT,"$68,279.37",Healthcare,2022-12-13
CUST-000528,Patricia,Thomas,36,6.2,MORTGAGE,"$32,742.53",Finance,2022-06-02
CUST-000529,Patricia,Johnson,66,0.3,OWN,"$80,958.45",Technology,2022-11-29
CUST-000530,Jennifer,Davis,63,0.8,RENT,"$52,099.33",Manufacturing,2022-03-26
CUST-000531,Charles,Hernandez,36,0,MORTGAGE,"$106,152.14",Manufacturing,2022-04-19
CUST-000532,Barbara,Gonzalez,39,5,MORTGAGE,"$163,915.88",Healthcare,2022-01-31
CUST-000533,Michael,Taylor,41,3,RENT,"$38,749.70",Technology,2022-08-17
CUST-000534,Elizabeth,Davis,62,0.7,MORTGAGE,"$39,555.82",Technology,2022-08-28
CUST-000535,Charles,Moore,29,15.8,RENT,"$43,342.07",Technology,2022-12-29
CUST-000536,Michael,Moore,47,3.8,MORTGAGE,"$66,029.12",Education,2022-11-06
CUST-000537,John,Wilson,55,1.4,MORTGAGE,"$95,128.60",Education,2022-05-21
CUST-000538,Richard,Anderson,70,3.5,RENT,"$35,369.17",Healthcare,2022-06-05
CUST-000539,Richard,Garcia,48,5.7,RENT,"$59,315.27",Technology,2022-10-26
CUST-000540,Sarah,Hernandez,53,0.4,MORTGAGE,"$45,799.86",Retail,2022-12-11
CUST-000541,Karen,Gonzalez,36,1.6,OWN,"$66,773.03",Technology,2022-04-09
CUST-000542,Linda,Smith,65,8.2,RENT,"$104,268.94",Manufacturing,2022-02-16
CUST-000543,William,Garcia,62,3.1,MORTGAGE,"$43,470.42",Manufacturing,2022-11-23
CUST-000544,Michael,Rodriguez,53,4,MORTGAGE,"$21,270.28",Healthcare,2022-03-08
CUST-000545,James,Davis,47,2.8,OWN,"$71,107.70",Retail,2022-03-03
CUST-000546,John,Hernandez,66,0.2,OWN,"$32,326.65",Technology,2022-04-19
CUST-000547,Richard,Jackson,50,0.9,MORTGAGE,"$45,635.54",Public Sector,2022-06-16
CUST-000548,Thomas,Rodriguez,35,2.9,MORTGAGE,"$72,657.76",Retail,2022-02-06
CUST-000549,James,Taylor,69,1.2,OWN,"$56,879.91",Services,2022-04-29
CUST-000550,Jennifer,Lopez,66,0.3,RENT,"$46,589.94",Healthcare,2022-03-27
CUST-000551,Jennifer,Wilson,45,9.3,RENT,"$36,756.09",Manufacturing,2022-02-21
CUST-000552,Barbara,Anderson,64,19.9,RENT,"$18,000.00",Public Sector,2022-04-01
CUST-000553,Richard,Thomas,28,7.9,OWN,"$69,505.45",Manufacturing,2022-10-16
CUST-000554,Richard,Martin,62,9.6,OWN,"$43,196.91",Education,2022-12-03
CUST-000555,Joseph,Smith,50,1.4,RENT,"$104,471.35",Healthcare,2022-10-25
CUST-000556,Jessica,Martinez,34,16.2,MORTGAGE,"$59,815.14",Healthcare,2022-07-23
CUST-000557,David,Davis,23,1.1,MORTGAGE,"$37,400.42",Technology,2022-08-26
CUST-000558,Robert,Moore,21,15.1,RENT,"$83,569.60",Technology,2022-06-04
CUST-000559,Patricia,Smith,37,26.3,OTHER,"$87,165.57",Education,2022-08-28
CUST-000560,John,Johnson,65,6.2,RENT,"$43,935.77",Public Sector,2022-05-16
CUST-000561,Charles,Smith,64,19.9,RENT,"$89,038.35",Services,2022-12-28
CUST-000562,Karen,Smith,44,4.2,MORTGAGE,"$37,136.14",Finance,2022-03-05
CUST-000563,Sarah,Rodriguez,32,1.5,MORTGAGE,"$53,094.25",Retail,2022-05-03
CUST-000564,Joseph,Gonzalez,23,2.9,RENT,"$65,231.92",Finance,2022-09-11
CUST-000565,William,Smith,64,4.5,MORTGAGE,"$72,576.09",Finance,2022-04-24
CUST-000566,Thomas,Gonzalez,31,0.4,MORTGAGE,"$66,887.07",Healthcare,2022-01-20
CUST-000567,Susan,Martin,28,4.9,RENT,"$41,509.24",Retail,2022-01-16
CUST-000568,Joseph,Miller,56,19.9,RENT,"$84,698.13",Healthcare,2022-05-25
CUST-000569,James,Johnson,26,1.1,MORTGAGE,"$46,063.97",Services,2022-07-27
CUST-000570,John,Garcia,43,7.9,RENT,"$36,882.27",Retail,2022-01-19
CUST-000571,Jessica,Miller,33,11.9,OWN,"$37,154.16",Manufacturing,2022-06-15
CUST-000572,David,Wilson,22,14.4,OWN,"$129,313.40",Healthcare,2022-02-07
CUST-000573,Barbara,Moore,69,16.1,OTHER,"$33,826.79",Healthcare,2022-06-30
CUST-000574,Elizabeth,Anderson,27,3.7,RENT,"$93,509.43",Healthcare,2022-12-15
CUST-000575,Jessica,Johnson,67,18.9,OTHER,"$27,785.42",Public Sector,2022-04-15
CUST-000576,Linda,Martinez,20,7.1,MORTGAGE,"$62,564.46",Education,2022-04-10
CUST-000577,Jennifer,Lopez,30,0.9,RENT,"$56,871.05",Healthcare,2022-03-31
CUST-000578,Barbara,Taylor,60,3.2,RENT,"$110,261.87",Services,2022-10-27
CUST-000579,Linda,Davis,66,6.3,RENT,"$35,341.00",Technology,2022-11-28
CUST-000580,Patricia,Hernandez,47,1.4,MORTGAGE,"$30,781.46",Technology,2022-03-20
CUST-000581,Linda,Williams,62,5.1,MORTGAGE,"$46,246.67",Retail,2022-03-14
CUST-000582,Sarah,Garcia,23,5.5,RENT,"$112,690.56",Manufacturing,2022-06-25
CUST-000583,Robert,Rodriguez,34,0.9,MORTGAGE,"$31,505.61",Education,2022-04-06
CUST-000584,William,Garcia,62,4.2,RENT,"$18,000.00",Public Sector,2022-12-11
CUST-000585,Patricia,Rodriguez,68,7.4,MORTGAGE,"$50,507.84",Retail,2022-04-13
CUST-000586,Thomas,Miller,70,3.5,RENT,"$78,807.34",Technology,2022-08-12
CUST-000587,William,Rodriguez,36,0.1,OWN,"$29,528.08",Education,2022-01-06
CUST-000588,James,Moore,59,0,OWN,"$74,904.26",Education,2022-05-02
CUST-000589,Karen,Lopez,52,2.2,MORTGAGE,"$29,203.52",Manufacturing,2022-08-24
CUST-000590,Richard,Davis,63,13,RENT,"$45,557.05",Services,2022-04-26
CUST-000591,Jessica,Davis,43,1.3,RENT,"$71,420.57",Education,2022-06-12
